movieId,title,genres,combined_features
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,"Long Kiss Goodnight, The (1996) Action Drama Thriller"
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,"Ghost and the Darkness, The (1996) Action Adventure"
1050,Looking for Richard (1996),Documentary|Drama,Looking for Richard (1996) Documentary Drama
1051,Trees Lounge (1996),Drama,Trees Lounge (1996) Drama
1052,"Proprietor, The (1996)",Drama,"Proprietor, The (1996) Drama"
1053,Normal Life (1996),Crime|Drama|Romance,Normal Life (1996) Crime Drama Romance
1054,Get on the Bus (1996),Drama,Get on the Bus (1996) Drama
1055,Shadow Conspiracy (1997),Thriller,Shadow Conspiracy (1997) Thriller
1056,Jude (1996),Drama,Jude (1996) Drama
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,Everyone Says I Love You (1996) Comedy Musical Romance
1058,Bitter Sugar (Azúcar amarga) (1996),Drama,Bitter Sugar (Azúcar amarga) (1996) Drama
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,William Shakespeare's Romeo + Juliet (1996) Drama Romance
1060,Swingers (1996),Comedy|Drama,Swingers (1996) Comedy Drama
1061,Sleepers (1996),Thriller,Sleepers (1996) Thriller
1062,"Sunchaser, The (1996)",Drama,"Sunchaser, The (1996) Drama"
1063,Johns (1996),Drama,Johns (1996) Drama
1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,Aladdin and the King of Thieves (1996) Animation Children Comedy Fantasy Musical Romance
1065,Five Angles on Murder (1950),Mystery,Five Angles on Murder (1950) Mystery
1066,Shall We Dance (1937),Comedy|Musical|Romance,Shall We Dance (1937) Comedy Musical Romance
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,"Damsel in Distress, A (1937) Comedy Musical Romance"
1068,Crossfire (1947),Crime|Film-Noir,Crossfire (1947) Crime Film-Noir
1069,"Murder, My Sweet (1944)",Crime|Film-Noir|Thriller,"Murder, My Sweet (1944) Crime Film-Noir Thriller"
1070,Macao (1952),Adventure,Macao (1952) Adventure
1071,For the Moment (1994),Romance|War,For the Moment (1994) Romance War
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,Willy Wonka & the Chocolate Factory (1971) Children Comedy Fantasy Musical
1075,"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La) (1994)",Comedy|Romance,"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La) (1994) Comedy Romance"
1076,"Innocents, The (1961)",Drama|Horror|Thriller,"Innocents, The (1961) Drama Horror Thriller"
1077,Sleeper (1973),Comedy|Sci-Fi,Sleeper (1973) Comedy Sci-Fi
1078,Bananas (1971),Comedy|War,Bananas (1971) Comedy War
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,"Fish Called Wanda, A (1988) Comedy Crime"
1080,Monty Python's Life of Brian (1979),Comedy,Monty Python's Life of Brian (1979) Comedy
1081,Victor/Victoria (1982),Comedy|Musical|Romance,Victor/Victoria (1982) Comedy Musical Romance
1082,"Candidate, The (1972)",Drama,"Candidate, The (1972) Drama"
1083,"Great Race, The (1965)",Comedy|Musical,"Great Race, The (1965) Comedy Musical"
1084,Bonnie and Clyde (1967),Crime|Drama,Bonnie and Clyde (1967) Crime Drama
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,"Old Man and the Sea, The (1958) Adventure Drama"
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,Dial M for Murder (1954) Crime Mystery Thriller
1087,Madame Butterfly (1995),Musical,Madame Butterfly (1995) Musical
1088,Dirty Dancing (1987),Drama|Musical|Romance,Dirty Dancing (1987) Drama Musical Romance
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,Reservoir Dogs (1992) Crime Mystery Thriller
1090,Platoon (1986),Drama|War,Platoon (1986) Drama War
1091,Weekend at Bernie's (1989),Comedy,Weekend at Bernie's (1989) Comedy
1092,Basic Instinct (1992),Crime|Mystery|Thriller,Basic Instinct (1992) Crime Mystery Thriller
1093,"Doors, The (1991)",Drama,"Doors, The (1991) Drama"
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,"Crying Game, The (1992) Drama Romance Thriller"
1095,Glengarry Glen Ross (1992),Drama,Glengarry Glen Ross (1992) Drama
1096,Sophie's Choice (1982),Drama,Sophie's Choice (1982) Drama
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,E.T. the Extra-Terrestrial (1982) Children Drama Sci-Fi
1098,"Search for One-eye Jimmy, The (1996)",Comedy,"Search for One-eye Jimmy, The (1996) Comedy"
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,"Christmas Carol, A (1938) Children Drama Fantasy"
1100,Days of Thunder (1990),Action|Drama|Romance,Days of Thunder (1990) Action Drama Romance
1101,Top Gun (1986),Action|Romance,Top Gun (1986) Action Romance
1102,American Strays (1996),Action,American Strays (1996) Action
1103,Rebel Without a Cause (1955),Drama,Rebel Without a Cause (1955) Drama
1104,"Streetcar Named Desire, A (1951)",Drama,"Streetcar Named Desire, A (1951) Drama"
1105,Children of the Corn IV: The Gathering (1996),Horror,Children of the Corn IV: The Gathering (1996) Horror
1106,"Leopard Son, The (1996)",Documentary,"Leopard Son, The (1996) Documentary"
1107,Loser (1991),Comedy,Loser (1991) Comedy
1109,Charm's Incidents (Charms Zwischenfälle) (1996),Drama,Charm's Incidents (Charms Zwischenfälle) (1996) Drama
1110,Bird of Prey (1996),Action,Bird of Prey (1996) Action
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996) Documentary
1112,Palookaville (1996),Action|Comedy|Drama,Palookaville (1996) Action Comedy Drama
1113,"Associate, The (1996)",Comedy,"Associate, The (1996) Comedy"
1114,"Funeral, The (1996)",Crime|Drama,"Funeral, The (1996) Crime Drama"
1115,Sleepover (1995),Drama,Sleepover (1995) Drama
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,"Single Girl, A (Fille seule, La) (1995) Drama"
1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama,"Eighth Day, The (Huitième jour, Le) (1996) Drama"
1118,North Star (a.k.a. Tashunga) (1995),Action|Adventure|Crime|Drama|Western,North Star (a.k.a. Tashunga) (1995) Action Adventure Crime Drama Western
1119,Drunks (1995),Drama,Drunks (1995) Drama
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,"People vs. Larry Flynt, The (1996) Comedy Drama"
1121,Glory Daze (1995),Drama,Glory Daze (1995) Drama
1122,Plutonium Circus (1995),Documentary,Plutonium Circus (1995) Documentary
1123,"Perfect Candidate, A (1996)",Documentary,"Perfect Candidate, A (1996) Documentary"
1124,On Golden Pond (1981),Drama,On Golden Pond (1981) Drama
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,"Return of the Pink Panther, The (1975) Comedy Crime"
1126,Drop Dead Fred (1991),Comedy|Fantasy,Drop Dead Fred (1991) Comedy Fantasy
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,"Abyss, The (1989) Action Adventure Sci-Fi Thriller"
1128,"Fog, The (1980)",Horror,"Fog, The (1980) Horror"
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,Escape from New York (1981) Action Adventure Sci-Fi Thriller
1130,"Howling, The (1980)",Horror|Mystery,"Howling, The (1980) Horror Mystery"
1131,Jean de Florette (1986),Drama|Mystery,Jean de Florette (1986) Drama Mystery
1132,Manon of the Spring (Manon des sources) (1986),Drama,Manon of the Spring (Manon des sources) (1986) Drama
1133,Talking About Sex (1994),Comedy|Drama,Talking About Sex (1994) Comedy Drama
1134,Johnny 100 Pesos (Johnny cien pesos) (1993),Action|Drama,Johnny 100 Pesos (Johnny cien pesos) (1993) Action Drama
1135,Private Benjamin (1980),Comedy,Private Benjamin (1980) Comedy
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,Monty Python and the Holy Grail (1975) Adventure Comedy Fantasy
1137,Hustler White (1996),Romance,Hustler White (1996) Romance
1138,Dadetown (1995),Drama,Dadetown (1995) Drama
1139,Everything Relative (1996),Drama,Everything Relative (1996) Drama
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,Entertaining Angels: The Dorothy Day Story (1996) Drama
1141,Last Call (Hoogste tijd) (1995),Drama,Last Call (Hoogste tijd) (1995) Drama
1142,Get Over It (1996),Drama,Get Over It (1996) Drama
1143,Three Lives and Only One Death (Trois vies & une seule mort) (1996),Comedy,Three Lives and Only One Death (Trois vies & une seule mort) (1996) Comedy
1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary,"Line King: The Al Hirschfeld Story, The (1996) Documentary"
1145,Snowriders (1996),Documentary,Snowriders (1996) Documentary
1146,Curtis's Charm (1995),Comedy|Drama,Curtis's Charm (1995) Comedy Drama
1147,When We Were Kings (1996),Documentary,When We Were Kings (1996) Documentary
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,Wallace & Gromit: The Wrong Trousers (1993) Animation Children Comedy Crime
1149,JLG/JLG (JLG/JLG - autoportrait de décembre) (1994),Documentary|Drama,JLG/JLG (JLG/JLG - autoportrait de décembre) (1994) Documentary Drama
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982) Drama"
1151,Faust (1994),Animation|Comedy|Thriller,Faust (1994) Animation Comedy Thriller
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,He Walked by Night (1948) Crime Film-Noir Thriller
1153,Raw Deal (1948),Film-Noir,Raw Deal (1948) Film-Noir
1154,T-Men (1947),Film-Noir,T-Men (1947) Film-Noir
1155,"Invitation, The (Zaproszenie) (1986)",Drama,"Invitation, The (Zaproszenie) (1986) Drama"
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama,"Children Are Watching Us, The (Bambini ci guardano, I) (1944) Drama"
1157,"Symphonie pastorale, La (1946)",Drama,"Symphonie pastorale, La (1946) Drama"
1158,Here Comes Cookie (1935),Comedy,Here Comes Cookie (1935) Comedy
1159,Love in Bloom (1935),Romance,Love in Bloom (1935) Romance
1160,Six of a Kind (1934),Comedy,Six of a Kind (1934) Comedy
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War,"Tin Drum, The (Blechtrommel, Die) (1979) Drama War"
1162,"Ruling Class, The (1972)",Comedy|Drama,"Ruling Class, The (1972) Comedy Drama"
1163,Mina Tannenbaum (1994),Drama,Mina Tannenbaum (1994) Drama
1164,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967),Drama,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967) Drama
1165,"Bloody Child, The (1996)",Drama|Thriller,"Bloody Child, The (1996) Drama Thriller"
1166,Farmer & Chase (1997),Comedy,Farmer & Chase (1997) Comedy
1167,Dear God (1996),Comedy,Dear God (1996) Comedy
1168,Bad Moon (1996),Action|Adventure|Horror,Bad Moon (1996) Action Adventure Horror
1169,American Dream (1990),Documentary,American Dream (1990) Documentary
1170,Best of the Best 3: No Turning Back (1995),Action,Best of the Best 3: No Turning Back (1995) Action
1171,Bob Roberts (1992),Comedy,Bob Roberts (1992) Comedy
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,Cinema Paradiso (Nuovo cinema Paradiso) (1989) Drama
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,"Cook the Thief His Wife & Her Lover, The (1989) Comedy Drama"
1174,Dead Tired (Grosse Fatigue) (1994),Comedy,Dead Tired (Grosse Fatigue) (1994) Comedy
1175,Delicatessen (1991),Comedy|Drama|Romance,Delicatessen (1991) Comedy Drama Romance
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991) Drama Fantasy Romance"
1177,Enchanted April (1992),Drama|Romance,Enchanted April (1992) Drama Romance
1178,Paths of Glory (1957),Drama|War,Paths of Glory (1957) Drama War
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,"Grifters, The (1990) Crime Drama Film-Noir"
1180,Hear My Song (1991),Comedy,Hear My Song (1991) Comedy
1181,"Shooter, The (1997)",Western,"Shooter, The (1997) Western"
1183,"English Patient, The (1996)",Drama|Romance|War,"English Patient, The (1996) Drama Romance War"
1184,Mediterraneo (1991),Comedy|Drama,Mediterraneo (1991) Comedy Drama
1185,My Left Foot (1989),Drama,My Left Foot (1989) Drama
1186,"Sex, Lies, and Videotape (1989)",Drama,"Sex, Lies, and Videotape (1989) Drama"
1187,Passion Fish (1992),Drama,Passion Fish (1992) Drama
1188,Strictly Ballroom (1992),Comedy|Romance,Strictly Ballroom (1992) Comedy Romance
1189,"Thin Blue Line, The (1988)",Documentary,"Thin Blue Line, The (1988) Documentary"
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance,Tie Me Up! Tie Me Down! (¡Átame!) (1990) Crime Drama Romance
1191,Madonna: Truth or Dare (1991),Documentary|Musical,Madonna: Truth or Dare (1991) Documentary Musical
1192,Paris Is Burning (1990),Documentary,Paris Is Burning (1990) Documentary
1193,One Flew Over the Cuckoo's Nest (1975),Drama,One Flew Over the Cuckoo's Nest (1975) Drama
1194,Cheech and Chong's Up in Smoke (1978),Comedy,Cheech and Chong's Up in Smoke (1978) Comedy
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,Star Wars: Episode V - The Empire Strikes Back (1980) Action Adventure Sci-Fi
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,"Princess Bride, The (1987) Action Adventure Comedy Fantasy Romance"
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981) Action Adventure
1199,Brazil (1985),Fantasy|Sci-Fi,Brazil (1985) Fantasy Sci-Fi
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,Aliens (1986) Action Adventure Horror Sci-Fi
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966) Action Adventure Western"
1202,Withnail & I (1987),Comedy,Withnail & I (1987) Comedy
1203,12 Angry Men (1957),Drama,12 Angry Men (1957) Drama
1204,Lawrence of Arabia (1962),Adventure|Drama|War,Lawrence of Arabia (1962) Adventure Drama War
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,"Clockwork Orange, A (1971) Crime Drama Sci-Fi Thriller"
1207,To Kill a Mockingbird (1962),Drama,To Kill a Mockingbird (1962) Drama
1208,Apocalypse Now (1979),Action|Drama|War,Apocalypse Now (1979) Action Drama War
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,Once Upon a Time in the West (C'era una volta il West) (1968) Action Drama Western
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,Star Wars: Episode VI - Return of the Jedi (1983) Action Adventure Sci-Fi
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,"Wings of Desire (Himmel über Berlin, Der) (1987) Drama Fantasy Romance"
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,"Third Man, The (1949) Film-Noir Mystery Thriller"
1213,Goodfellas (1990),Crime|Drama,Goodfellas (1990) Crime Drama
1214,Alien (1979),Horror|Sci-Fi,Alien (1979) Horror Sci-Fi
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,Army of Darkness (1993) Action Adventure Comedy Fantasy Horror
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,"Big Blue, The (Grand bleu, Le) (1988) Adventure Drama Romance"
1217,Ran (1985),Drama|War,Ran (1985) Drama War
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,"Killer, The (Die xue shuang xiong) (1989) Action Crime Drama Thriller"
1219,Psycho (1960),Crime|Horror,Psycho (1960) Crime Horror
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,"Blues Brothers, The (1980) Action Comedy Musical"
1221,"Godfather: Part II, The (1974)",Crime|Drama,"Godfather: Part II, The (1974) Crime Drama"
1222,Full Metal Jacket (1987),Drama|War,Full Metal Jacket (1987) Drama War
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,"Grand Day Out with Wallace and Gromit, A (1989) Adventure Animation Children Comedy Sci-Fi"
1224,Henry V (1989),Action|Drama|Romance|War,Henry V (1989) Action Drama Romance War
1225,Amadeus (1984),Drama,Amadeus (1984) Drama
1226,"Quiet Man, The (1952)",Drama|Romance,"Quiet Man, The (1952) Drama Romance"
1227,Once Upon a Time in America (1984),Crime|Drama,Once Upon a Time in America (1984) Crime Drama
1228,Raging Bull (1980),Drama,Raging Bull (1980) Drama
1230,Annie Hall (1977),Comedy|Romance,Annie Hall (1977) Comedy Romance
1231,"Right Stuff, The (1983)",Drama,"Right Stuff, The (1983) Drama"
1232,Stalker (1979),Drama|Mystery|Sci-Fi,Stalker (1979) Drama Mystery Sci-Fi
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,"Boot, Das (Boat, The) (1981) Action Drama War"
1234,"Sting, The (1973)",Comedy|Crime,"Sting, The (1973) Comedy Crime"
1235,Harold and Maude (1971),Comedy|Drama|Romance,Harold and Maude (1971) Comedy Drama Romance
1236,Trust (1990),Comedy|Drama|Romance,Trust (1990) Comedy Drama Romance
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,"Seventh Seal, The (Sjunde inseglet, Det) (1957) Drama"
1238,Local Hero (1983),Comedy,Local Hero (1983) Comedy
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,"Terminator, The (1984) Action Sci-Fi Thriller"
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,Dead Alive (Braindead) (1992) Comedy Fantasy Horror
1242,Glory (1989),Drama|War,Glory (1989) Drama War
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,Rosencrantz and Guildenstern Are Dead (1990) Comedy Drama
1244,Manhattan (1979),Comedy|Drama|Romance,Manhattan (1979) Comedy Drama Romance
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,Miller's Crossing (1990) Crime Drama Film-Noir Thriller
1246,Dead Poets Society (1989),Drama,Dead Poets Society (1989) Drama
1247,"Graduate, The (1967)",Comedy|Drama|Romance,"Graduate, The (1967) Comedy Drama Romance"
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,Touch of Evil (1958) Crime Film-Noir Thriller
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,"Femme Nikita, La (Nikita) (1990) Action Crime Romance Thriller"
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,"Bridge on the River Kwai, The (1957) Adventure Drama War"
1251,8 1/2 (8½) (1963),Drama|Fantasy,8 1/2 (8½) (1963) Drama Fantasy
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,Chinatown (1974) Crime Film-Noir Mystery Thriller
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,"Day the Earth Stood Still, The (1951) Drama Sci-Fi Thriller"
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,"Treasure of the Sierra Madre, The (1948) Action Adventure Drama Western"
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi,Bad Taste (1987) Comedy Horror Sci-Fi
1256,Duck Soup (1933),Comedy|Musical|War,Duck Soup (1933) Comedy Musical War
1257,Better Off Dead... (1985),Comedy|Romance,Better Off Dead... (1985) Comedy Romance
1258,"Shining, The (1980)",Horror,"Shining, The (1980) Horror"
1259,Stand by Me (1986),Adventure|Drama,Stand by Me (1986) Adventure Drama
1260,M (1931),Crime|Film-Noir|Thriller,M (1931) Crime Film-Noir Thriller
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,Evil Dead II (Dead by Dawn) (1987) Action Comedy Fantasy Horror
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,"Great Escape, The (1963) Action Adventure Drama War"
1263,"Deer Hunter, The (1978)",Drama|War,"Deer Hunter, The (1978) Drama War"
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,Diva (1981) Action Drama Mystery Romance Thriller
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,Groundhog Day (1993) Comedy Fantasy Romance
1266,Unforgiven (1992),Drama|Western,Unforgiven (1992) Drama Western
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,"Manchurian Candidate, The (1962) Crime Thriller War"
1268,Pump Up the Volume (1990),Comedy|Drama,Pump Up the Volume (1990) Comedy Drama
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,Arsenic and Old Lace (1944) Comedy Mystery Thriller
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,Back to the Future (1985) Adventure Comedy Sci-Fi
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,Fried Green Tomatoes (1991) Comedy Crime Drama
1272,Patton (1970),Drama|War,Patton (1970) Drama War
1273,Down by Law (1986),Comedy|Drama|Film-Noir,Down by Law (1986) Comedy Drama Film-Noir
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,Akira (1988) Action Adventure Animation Sci-Fi
1275,Highlander (1986),Action|Adventure|Fantasy,Highlander (1986) Action Adventure Fantasy
1276,Cool Hand Luke (1967),Drama,Cool Hand Luke (1967) Drama
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,Cyrano de Bergerac (1990) Comedy Drama Romance
1278,Young Frankenstein (1974),Comedy|Fantasy,Young Frankenstein (1974) Comedy Fantasy
1279,Night on Earth (1991),Comedy|Drama,Night on Earth (1991) Comedy Drama
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,Raise the Red Lantern (Da hong deng long gao gao gua) (1991) Drama
1281,"Great Dictator, The (1940)",Comedy|Drama|War,"Great Dictator, The (1940) Comedy Drama War"
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,Fantasia (1940) Animation Children Fantasy Musical
1283,High Noon (1952),Drama|Western,High Noon (1952) Drama Western
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,"Big Sleep, The (1946) Crime Film-Noir Mystery"
1285,Heathers (1989),Comedy,Heathers (1989) Comedy
1286,Somewhere in Time (1980),Drama|Romance,Somewhere in Time (1980) Drama Romance
1287,Ben-Hur (1959),Action|Adventure|Drama,Ben-Hur (1959) Action Adventure Drama
1288,This Is Spinal Tap (1984),Comedy,This Is Spinal Tap (1984) Comedy
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983) Documentary
1290,Some Kind of Wonderful (1987),Drama|Romance,Some Kind of Wonderful (1987) Drama Romance
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,Indiana Jones and the Last Crusade (1989) Action Adventure
1292,Being There (1979),Comedy|Drama,Being There (1979) Comedy Drama
1293,Gandhi (1982),Drama,Gandhi (1982) Drama
1295,"Unbearable Lightness of Being, The (1988)",Drama,"Unbearable Lightness of Being, The (1988) Drama"
1296,"Room with a View, A (1986)",Drama|Romance,"Room with a View, A (1986) Drama Romance"
1297,Real Genius (1985),Comedy,Real Genius (1985) Comedy
1298,Pink Floyd: The Wall (1982),Drama|Musical,Pink Floyd: The Wall (1982) Drama Musical
1299,"Killing Fields, The (1984)",Drama|War,"Killing Fields, The (1984) Drama War"
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,My Life as a Dog (Mitt liv som hund) (1985) Comedy Drama
1301,Forbidden Planet (1956),Drama|Sci-Fi,Forbidden Planet (1956) Drama Sci-Fi
1302,Field of Dreams (1989),Children|Drama|Fantasy,Field of Dreams (1989) Children Drama Fantasy
1303,"Man Who Would Be King, The (1975)",Adventure|Drama,"Man Who Would Be King, The (1975) Adventure Drama"
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,Butch Cassidy and the Sundance Kid (1969) Action Western
1305,"Paris, Texas (1984)",Drama|Romance,"Paris, Texas (1984) Drama Romance"
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi,Until the End of the World (Bis ans Ende der Welt) (1991) Adventure Drama Sci-Fi
1307,When Harry Met Sally... (1989),Comedy|Romance,When Harry Met Sally... (1989) Comedy Romance
1308,I Shot a Man in Vegas (1995),Comedy,I Shot a Man in Vegas (1995) Comedy
1309,Parallel Sons (1995),Drama|Romance,Parallel Sons (1995) Drama Romance
1310,Hype! (1996),Documentary,Hype! (1996) Documentary
1311,Santa with Muscles (1996),Comedy,Santa with Muscles (1996) Comedy
1312,Female Perversions (1996),Drama,Female Perversions (1996) Drama
1313,Mad Dog Time (1996),Crime,Mad Dog Time (1996) Crime
1314,Breathing Room (1996),Romance,Breathing Room (1996) Romance
1315,Paris Was a Woman (1995),Documentary,Paris Was a Woman (1995) Documentary
1316,Anna (1996),Drama,Anna (1996) Drama
1317,I'm Not Rappaport (1996),Comedy,I'm Not Rappaport (1996) Comedy
1318,Blue Juice (1995),Comedy|Drama,Blue Juice (1995) Comedy Drama
1319,Kids of Survival (1996),Documentary,Kids of Survival (1996) Documentary
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,Alien³ (a.k.a. Alien 3) (1992) Action Horror Sci-Fi Thriller
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,"American Werewolf in London, An (1981) Comedy Horror Thriller"
1322,Amityville 1992: It's About Time (1992),Horror,Amityville 1992: It's About Time (1992) Horror
1323,Amityville 3-D (1983),Horror,Amityville 3-D (1983) Horror
1324,Amityville: Dollhouse (1996),Horror,Amityville: Dollhouse (1996) Horror
1325,Amityville: A New Generation (1993),Horror,Amityville: A New Generation (1993) Horror
1326,Amityville II: The Possession (1982),Horror,Amityville II: The Possession (1982) Horror
1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,"Amityville Horror, The (1979) Drama Horror Mystery Thriller"
1328,"Amityville Curse, The (1990)",Horror,"Amityville Curse, The (1990) Horror"
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror,Blood for Dracula (Andy Warhol's Dracula) (1974) Horror
1330,April Fool's Day (1986),Horror,April Fool's Day (1986) Horror
1331,Audrey Rose (1977),Horror,Audrey Rose (1977) Horror
1332,"Believers, The (1987)",Horror|Thriller,"Believers, The (1987) Horror Thriller"
1333,"Birds, The (1963)",Horror|Thriller,"Birds, The (1963) Horror Thriller"
1334,"Blob, The (1958)",Horror|Sci-Fi,"Blob, The (1958) Horror Sci-Fi"
1335,Blood Beach (1981),Horror|Mystery,Blood Beach (1981) Horror Mystery
1336,Body Parts (1991),Horror|Thriller,Body Parts (1991) Horror Thriller
1337,"Body Snatcher, The (1945)",Drama|Horror|Thriller,"Body Snatcher, The (1945) Drama Horror Thriller"
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,Dracula (Bram Stoker's Dracula) (1992) Fantasy Horror Romance Thriller
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,"Bride of Frankenstein, The (Bride of Frankenstein) (1935) Drama Horror Sci-Fi"
1341,Burnt Offerings (1976),Horror,Burnt Offerings (1976) Horror
1342,Candyman (1992),Horror|Thriller,Candyman (1992) Horror Thriller
1343,Cape Fear (1991),Thriller,Cape Fear (1991) Thriller
